coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
SUSANA MARIA FERNANDEZ ALVAREZ,0001012964,C009542,DUBON JUAREZ FRANCISCO,CL ZAPADORES 44 (FARMACIA),46006,VALENCIA,VALENCIA,NO GRUPOS,29/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013102,C013124,LOPEZ-GASCO GARCIA CARMEN,AV IBIZA 6 (ESQ AV EUROPA 12),03503,ALICANTE,BENIDORM,NO GRUPOS,15/12/2023,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013102,C032300,LOPEZ-GASCO GARCIA CARMEN,AV IBIZA 6 (ESQ AV EUROPA 12),03503,ALICANTE,BENIDORM,NO GRUPOS,15/12/2023,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013132,C031969,FARMACIA LA CALA CB,AV MARINERS 12,03570,ALICANTE,VILLAJOYOSA,NO GRUPOS,15/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013362,C029882,O’NEILL DE TYRONE SANESTEBAN BARBARA,CL OBISPO JAIME PEREZ 19 (FARMACIA),46006,VALENCIA,VALENCIA,NO GRUPOS,30/01/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013362,C044004,O’NEILL DE TYRONE SANESTEBAN BARBARA,CL OBISPO JAIME PEREZ 19 (FARMACIA),46006,VALENCIA,VALENCIA,NO GRUPOS,30/01/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013603,C009735,CONTEL BALLESTEROS BELEN,CL MAYOR 21,46250,VALENCIA,"ALCUDIA, L'",NO GRUPOS,26/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013719,C017620,MARTI GIL JAVIER,CL MAESTRO PALAU 2,46200,VALENCIA,PAIPORTA,NO GRUPOS,27/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013809,C010000,BRANDARIZ IGLESIAS CARLOS,AV COLOMA 1 LOCAL 9,03530,ALICANTE,LA NUCIA,NO GRUPOS,17/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013809,C027447,BRANDARIZ IGLESIAS CARLOS,AV COLOMA 1 LOCAL 9,03530,ALICANTE,LA NUCIA,NO GRUPOS,17/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001013967,C013063,CERDA RUIZ M&M SL,CL VIRGEN DE LA ALMUDENA 34,03502,ALICANTE,BENIDORM,NO GRUPOS,10/06/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014004,C010242,LUNA HERVAS AMPARO,CL ALBACETE 15 (FARMACIA),46007,VALENCIA,VALENCIA,NO GRUPOS,26/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014112,C016853,FARMACIA GENOVES CB,AV DE FRANCIA 12,46023,VALENCIA,VALENCIA,NO GRUPOS,22/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014116,C038130,GIMENEZ GAUDE LUISA,CL BUEN ORDEN 19 (FARMACIA),46008,VALENCIA,VALENCIA,NO GRUPOS,14/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014662,C011110,BAVIERA BAVIERA Mª VICENTA,CL SAN GREGORIO 2 BJO IZDA,46900,VALENCIA,TORRENTE,NO GRUPOS,29/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014732,C011845,ROIG LLOPIS CB,"CL VICENTA CARRASQUER, 14",46410,VALENCIA,SUECA,NO GRUPOS,24/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014760,C011274,MIRANDA SANZ MARIA,CL SAN FRANCISCO DE PAULA 6,46950,VALENCIA,XIRIVELLA,NO GRUPOS,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001014809,C011352,MULET GIL FRANCISCA,AV PAIS VALENCIA 17,46711,VALENCIA,GUARDAMAR DE LA SAFOR,NO GRUPOS,12/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015009,C020300,PARAFARMACIA SAN FRANCISCO SL,CL SANT FRANCESC 5,46800,VALENCIA,XATIVA,NO GRUPOS,04/11/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015014,C011767,IZESSA EMPRESARIAL S.L,CL MAYOR 2 BAJO DERE FARMACIA,46700,VALENCIA,GANDIA,NO GRUPOS,02/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015089,C038983,FARMACIA EVA LLORENS OE,AV DEL CID 27,46018,VALENCIA,VALENCIA,NO GRUPOS,23/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015154,C017999,CERDASANFELIX SL,PA AYUNTAMIENTO 29(FARMACIA),46002,VALENCIA,VALENCIA,NO GRUPOS,12/09/2024,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015154,C043513,CERDASANFELIX SL,PA AYUNTAMIENTO 29(FARMACIA),46002,VALENCIA,VALENCIA,NO GRUPOS,12/09/2024,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015243,C012211,BARTOLOME GISBERT ANA,CL BULEVAR DE LOS MUSICOS 18,03581,ALICANTE,"ALFAS DEL PI, L'",NO GRUPOS,26/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015245,C006305,URIOL BATUECAS PAZ,AV LIBERTAD Nº 7 (FARMACIA),03730,ALICANTE,XABIA/JAVEA,NO GRUPOS,06/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015245,C012215,URIOL BATUECAS PAZ,AV LIBERTAD Nº 7 (FARMACIA),03730,ALICANTE,XABIA/JAVEA,NO GRUPOS,06/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015329,C033979,MARTINEZ FUERTES DIANA,AV ROSA DE LOS VIENTOS 4 (FARMACIA),03710,ALICANTE,CALP/CALPE,NO GRUPOS,17/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015602,C013101,ROVIRA SALUD S.L.,CL ESCULTOR JULIO CAPUZ 2 BAJ,46870,VALENCIA,ONTINYENT,NO GRUPOS,19/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015623,C032524,FARMACIA BRINES ESPJ,CL JOAN FUSTER 26,03700,ALICANTE,DENIA,NO GRUPOS,17/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015655,C013226,FERNANDEZ CARLAVILLA ROSA Mª,CL MAGISTRADO CATALA 34 (FCIA),46701,VALENCIA,GANDIA,NO GRUPOS,25/02/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015726,C018274,PARAFARMACIA BALI S.L.,CL LANGREO 4,03502,ALICANTE,BENIDORM,NO GRUPOS,07/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015789,C013609,BERENGUER FORTUNY ELVIRA,"CL ROQUETES,3",03740,ALICANTE,GATA DE GORGOS,NO GRUPOS,01/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001015960,C014031,"SALORT LLORCA, CESAR","CL ALCOY, 6 (FARMACIA)",03510,ALICANTE,CALLOSA D'EN SARRIA,NO GRUPOS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016001,C005210,PARAF DEL MEDITERRANEO SL,AV BENISSUAI 11 BAJOS,46700,VALENCIA,GANDIA,NO GRUPOS,19/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016001,C020675,PARAF DEL MEDITERRANEO SL,AV BENISSUAI 11 BAJOS,46700,VALENCIA,GANDIA,NO GRUPOS,19/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016375,C018040,PIQUERAS CABRERA ROSA Mª,AV REAL DE MADRID 18 (LATORRE),46017,VALENCIA,VALENCIA,NO GRUPOS,22/07/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016434,C015562,"GIL GARCIA, ALEJANDRO",UR CUMBRE DEL SOL (FARMACIA),03726,ALICANTE,"BENITACHELL, NUCLEO",NO GRUPOS,07/12/2023,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016723,C044262,FARMACIA RALLO DOMENECH,CL LUIS LAMARCA 21 (FARMACIA),46018,VALENCIA,VALENCIA,NO GRUPOS,22/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016725,C021889,GRAU GARI CARLOS,"CL TAULETA, 5",46910,VALENCIA,ALFAFAR,NO GRUPOS,16/09/2021,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016831,C016801,CHAZARRA NAVARRO CAYETANO,CL OSA MENOR Nº 2 LOCAL 3,03110,ALICANTE,MUTXAMEL,NO GRUPOS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016846,C016842,RIOS CAÑAVATE JOSE LUIS,CL TRES FORQUES 38,46018,VALENCIA,VALENCIA,NO GRUPOS,17/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001016976,C042994,FARMACIA COR CB,AV FRANCIA 50 (FARMACIA),46023,VALENCIA,VALENCIA,NO GRUPOS,23/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017128,C017761,M JOSE POZO HERMOSILLA,"AV DOCTOR MARAÑON 11,BAJO IZQU",46470,VALENCIA,CATARROJA,NO GRUPOS,22/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017297,C018264,DOMINGO LOPEZ MILAGRO,CL JOSEFINA PIERA 3,46600,VALENCIA,ALZIRA,NO GRUPOS,06/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017454,C018750,ORTEGA SALVADOR VICTOR,CL ERUDITO ORELLANA 6,46008,VALENCIA,VALENCIA,FCIAS I MAS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017455,C018756,PASTOR CLERIGUES ALFONSO,AV GREGORIO GEA 83 (FARMACIA),46920,VALENCIA,MISLATA,FCIAS I MAS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017459,C018764,FARMACALPE CB,CL CORBETA10 (FCIA),03710,ALICANTE,CALP/CALPE,NO GRUPOS,28/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017540,C025593,GIRONA COMES ALBERT,CL ANTONIO LLORET 49,46260,VALENCIA,ALBERIC,NO GRUPOS,27/02/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017663,C019472,FARMACIA CANO CB,CL LA CARRETERA 2,03530,ALICANTE,LA NUCIA,NO GRUPOS,16/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017744,C020462,BOALPONSA SL,"CL GENERAL URRUTIA, 65",46013,VALENCIA,VALENCIA,NO GRUPOS,14/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017751,C019764,BENEDITO FORTEA ELVIRA,AV ANTONIO ALMELA 72,46250,VALENCIA,"ALCUDIA, L'",NO GRUPOS,12/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017799,C020012,FARMACIA PANDO TORNERO CB,CL MAR 34,46003,VALENCIA,VALENCIA,NO GRUPOS,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017935,C020550,FORSAM SL,AV CAMI NOU 64,46910,VALENCIA,BENETUSSER,NO GRUPOS,15/02/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017951,C021147,FARMIC CONSULTING SL,CL BALMES 5,46940,VALENCIA,MANISES,NO GRUPOS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001017959,C037761,RODRIGUEZ VERCHER MAR,AV L'ALMAIG 46,46870,VALENCIA,ONTINYENT,NO GRUPOS,07/06/2022,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018009,C020938,CARRERES SANZ EDUARDO,CL JOAN GRIT 40,46420,VALENCIA,"PERELLO, EL",NO GRUPOS,29/08/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018019,C020998,VILLARROYA PEREZ ADORACION,AV JUAN CARLOS I 12 BAJO 2,46900,VALENCIA,TORRENT,NO GRUPOS,18/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018061,C021179,FARMACIA DELOIX CB,AV JOAN FUSTER ZARAGOZA 1 LC 27(FARMACIA),03503,ALICANTE,BENIDORM,NO GRUPOS,01/11/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018063,C021191,SERVER LORENTE DIANA,CL MAYOR 16,46711,VALENCIA,MIRAMAR,NO GRUPOS,21/09/2021,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018397,C022423,PARAFCIA BELEN ASINS FABRA SL,CL LA REINA 159,46011,VALENCIA,VALENCIA,NO GRUPOS,16/02/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018597,C043898,DIAZ POZO CRISTINA,G V RAMON Y CAJAL 5 (FARMACIA),46007,VALENCIA,VALENCIA,NO GRUPOS,19/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018638,C021938,MUT BUIGUES FRANCISCO,AV PAIS VALENCIA 38,03580,ALICANTE,"ALFAS DEL PI, L'",NO GRUPOS,24/12/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018641,C021464,FEMENIA FONT ANDRES,AV PAIS VALENCIA 66,03720,ALICANTE,BENISSA,NO GRUPOS,27/10/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0001018781,C019936,"ORTIZ ALEMANY, FRANCISCO","CL DE LA PAU, 10 (FARMACIA)",03110,ALICANTE,MUTXAMEL,NO GRUPOS,07/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0002000107,C001995,PARAFARMACIA ESTREMS,PA DOCTOR LANDETE 7 B,46006,VALENCIA,VALENCIA,NO GRUPOS,29/04/2022,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0002000425,C010285,LABORATORIO COINCOR S.L.,CL RUZAFA 48,46006,VALENCIA,VALENCIA,NO GRUPOS,25/10/2024,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0002000640,C013138,PARAFARMACIA GERMANIAS  S.L.,PS GERMANIAS 3,46700,VALENCIA,GANDIA,NO GRUPOS,01/12/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000124,C006220,PERPINYA ESTILISTAS C.B.,CL PINTOR NAVARRO LLORENS N.4,46008,VALENCIA,VALENCIA,NO GRUPOS,30/01/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000206,C003013,BOIX PERRUQUERS S.L,CR CARRETERA ALBALAT 47,46600,VALENCIA,ALZIRA,NO GRUPOS,30/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000416,C006963,GRUPO BERTO PELUQUEROS S.L.,CL LA PAZ 38,46720,VALENCIA,VILLALONGA,NO GRUPOS,26/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000416,C020312,GRUPO BERTO PELUQUEROS S.L.,CL LA PAZ 38,46720,VALENCIA,VILLALONGA,NO GRUPOS,26/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000475,C008361,VIRGILI SABATER VICENTA,"CL JOAN BAUTISTA 2 
(PELUQUERIA)",46780,VALENCIA,OLIVA,NO GRUPOS,04/11/2022,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000641,C010092,MORENO MARTINEZ REBECA,CL CASOTA 8 B,46200,VALENCIA,PAIPORTA,NO GRUPOS,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000664,C010256,ESTEBAN FUENTE JUAN CARLOS,CL DR MARAÑON 4,46920,VALENCIA,MISLATA,NO GRUPOS,25/04/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0003000664,C036760,ESTEBAN FUENTE JUAN CARLOS,CL DR MARAÑON 4,46920,VALENCIA,MISLATA,NO GRUPOS,25/04/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000101,C028727,MUD GADEA FERNANDO,CL ADSUBIA 9D,03760,ALICANTE,ONDARA,NO GRUPOS,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000137,C028852,SUNCITYSOL VALENCIA S.L.,CL CONVENTO JERUSALEN 21,46007,VALENCIA,VALENCIA,NO GRUPOS,12/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000151,C028896,HERNANDEZ TUDELA BERNARDO,AV BLASCO IBAÑEZ 38,46470,VALENCIA,ALBAL,NO GRUPOS,05/01/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000245,C029177,JC HEALTHY STYLE SL,CL BAILEN 34,46007,VALENCIA,VALENCIA,NO GRUPOS,29/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000267,C029281,SALVA RUIZ MARIA DEL VALLE,PLZA DEL RASET 6,03700,ALICANTE,DENIA,NO GRUPOS,10/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000378,C029754,MARTI CANET DANIEL,CL ALCALDE FRANCISCO LLORCA 14,46780,VALENCIA,OLIVA,NO GRUPOS,16/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000562,C030729,FARMACIA GINER BANQUERI CB,AV RAMBLETA 30 (FARMACIA),46470,VALENCIA,CATARROJA,NO GRUPOS,17/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000696,C031138,ROMERO ESCANDELL ESTRELLA,"PASSEIG PLA DE LA GARAITA, 4",03530,ALICANTE,LA NUCIA,NO GRUPOS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007000774,C031477,FUSTER BONET BLAS,AV FERROCARRIL 19 BJ DCHA,03820,ALICANTE,COCENTAINA,NO GRUPOS,29/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001150,C032858,FERRER MESTRE MARA,AV PLA DE LA SEQUIA 14,03727,ALICANTE,XALO/JALON,NO GRUPOS,28/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001153,C032868,LLOPIS MORALES AGUSTIN,AV MALVARROSA 106 (FARMACIA),46011,VALENCIA,VALENCIA,NO GRUPOS,14/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001206,C033060,FARMACIA MOROCHO TOCCI,CL ESCULTOR VICENTE RODILLO 1,46007,VALENCIA,VALENCIA,NO GRUPOS,15/09/2022,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001330,C033472,CABAÑAS LOPEZ JUAN,CL RUZAFA8,46004,VALENCIA,VALENCIA,NO GRUPOS,28/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001441,C033864,FARMACIA GOMEZ-BELTRAN CB,PZA PINTOR SEGRELLES 2,46007,VALENCIA,VALENCIA,NO GRUPOS,27/11/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001465,C033940,GOMEZ CAMPINS PILAR,AV NARCIS MONTURIOL 4 BJ,46420,VALENCIA,"PERELLO, EL",NO GRUPOS,21/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001490,C034021,MONCHOLI ROMEU AMPARO,CN DEL CABAÑAL 30,46022,VALENCIA,VALENCIA,NO GRUPOS,19/11/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001555,C034280,PELLICER MARTINEZ FRANCISCO JAVIER,C DEL MIG 2,46702,VALENCIA,GANDIA,NO GRUPOS,25/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001778,C035204,ROQUET JALMAR SAUS M DESAMPARADOS,CL MARTIN EL HUMANO 2 (FARMACIA),46008,VALENCIA,VALENCIA,NO GRUPOS,03/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007001965,C036015,ROQUET JALMAR SAUS CARMEN,CL ESCULTOR JOSE CAPUZ 20 (FARMACIA),46006,VALENCIA,VALENCIA,NO GRUPOS,09/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002025,C036355,GASENT VALLALTA ANTONIO,CL ALADROC 1,03530,ALICANTE,LA NUCIA,NO GRUPOS,01/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002035,C037466,PEREZ MIRANDA DELIA,GV FERNANDO EL CATOLICO 61(FARMACIA),46008,VALENCIA,VALENCIA,NO GRUPOS,09/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002051,C017359,CESAR CERDA LLORET,AV FRANCIA 38,46023,VALENCIA,VALENCIA,NO GRUPOS,30/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002131,C036906,FARMACIA RODRIGUEZ SANDOVAL CB,CL CERVANTES 53,03570,ALICANTE,VILA JOIOSA,NO GRUPOS,15/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002133,C036916,MIRANDA SANZ CARMEN,CL SAN VICENTE 17,46950,VALENCIA,XIRIVELLA,NO GRUPOS,30/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002517,C038542,FARMACIA NORD OE,AV NORD 27,46220,VALENCIA,PICASSENT,NO GRUPOS,11/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002555,C038658,MONLLOR GONZALEZ VICTORIA,CL CIRILO AMOROS 66,46004,VALENCIA,VALENCIA,NO GRUPOS,30/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002706,C039335,MINGUEZ CONTEL IGNACIO,CL GERMANIES 9,46250,VALENCIA,"ALCUDIA, L'",NO GRUPOS,28/05/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002714,C039373,FONS D’OCON PARAF Y SERVICIOS SL,CTRA ZORRILLA 2,46013,VALENCIA,VALENCIA,NO GRUPOS,15/10/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002730,C039439,UNION CENTRAL FTCA LEVANTINA SL,CAMI VELL DE RUSSAFA 609,46470,VALENCIA,CATARROJA,NO GRUPOS,22/06/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002750,C039512,PICO ALCOCER ANA,CL CISCAR 13,46005,VALENCIA,VALENCIA,NO GRUPOS,28/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007002862,C039874,J ITURRIAGA Y CIA CB,CL PINTOR SOLTZ 30,46018,VALENCIA,VALENCIA,NO GRUPOS,03/10/2025,,,,,,,,,,,,,,,,,,,,,,,,
SUSANA MARIA FERNANDEZ ALVAREZ,0007003840,C044069,FARMACIA NAZARET CB,CL FRANCISCO FALCONS 3 (FARMACIA),46024,VALENCIA,VALENCIA,NO GRUPOS,29/07/2026,,,,,,,,,,,,,,,,,,,,,,,,
