coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
FRANCISCO JOSE RUBIO DIAZ,0001000329,C031664,MARTINEZ OLMEDO JORGE,AV DIEZ DE OCTUBRE 13 (FARMACIA),47410,VALLADOLID,OLMEDO,NO GRUPOS,20/12/2024,124,148,124,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,124,148,124,0
FRANCISCO JOSE RUBIO DIAZ,0001000742,C011433,CASADO CASTAÑEDA CARMEN,CL ANGEL MOLINA 4,47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,19/04/2022,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001000800,C000506,GARCIA COLINO MARIA DEL MAR,CL EMBAJADORES 20,47013,VALLADOLID,VALLADOLID,NO GRUPOS,08/07/2026,12.219,14.662,5.214,4.737,5.014,6.017,3.100,3.104,5.368,6.441,1.245,-61,1.221,1.465,553,1.045,439,526,295,155,177,212,21,495
FRANCISCO JOSE RUBIO DIAZ,0001000876,C000537,NEBREDA CANTERO ALFONSO,CL ADOLFO MIAJA DE LA MUELA 10,47014,VALLADOLID,VALLADOLID,NO GRUPOS,01/06/2026,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,21
FRANCISCO JOSE RUBIO DIAZ,0001000876,C038312,NEBREDA CANTERO ALFONSO,CL ADOLFO MIAJA DE LA MUELA 10,47014,VALLADOLID,VALLADOLID,NO GRUPOS,01/06/2026,2.428,2.914,1.977,457,732,878,537,440,-30,-36,-30,0,585,702,329,0,75,90,75,16,1.066,1.279,1.066,0
FRANCISCO JOSE RUBIO DIAZ,0001000971,C000590,BOSQUE BARBERO M PILAR,CL SAN IGNACIO 4 (FARMACIA),47003,VALLADOLID,VALLADOLID,NO GRUPOS,08/06/2026,0,0,0,97,,,,,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,64
FRANCISCO JOSE RUBIO DIAZ,0001001698,C012371,VITENAMIL 2348 S.L.U.,PA DEL EJERCITO 1,47007,VALLADOLID,VALLADOLID,NO GRUPOS,24/05/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001001887,C026482,VALIENTE LOPEZ LUCIA,PS DE LA ESTACION 109 (FARMACIA),37004,SALAMANCA,SALAMANCA,NO GRUPOS,13/04/2026,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001001887,C041814,VALIENTE LOPEZ LUCIA,PS DE LA ESTACION 109 (FARMACIA),37004,SALAMANCA,SALAMANCA,NO GRUPOS,13/04/2026,1.896,2.275,1.021,850,974,1.169,602,352,,,,,284,341,65,212,,,,,638,766,354,286
FRANCISCO JOSE RUBIO DIAZ,0001001890,C000985,FARMACIA FERRERO ESPJ,CL REINA SOFIA 21 (FCIA),37770,SALAMANCA,GUIJUELO,NO GRUPOS,23/06/2026,1.007,1.208,1.129,0,592,710,714,0,-90,-108,-90,0,381,457,381,0,101,121,101,0,23,28,23,0
FRANCISCO JOSE RUBIO DIAZ,0001001890,C046866,FARMACIA FERRERO ESPJ,CL REINA SOFIA 21 (FCIA),37770,SALAMANCA,GUIJUELO,NO GRUPOS,23/06/2026,0,0,0,917,0,0,0,377,,,,,0,0,0,58,0,0,0,61,0,0,0,421
FRANCISCO JOSE RUBIO DIAZ,0001001892,C000987,MUÑOZ BELLIDO Mª JESUS,CL FILIBERTO VILLALOBOS 43,37007,SALAMANCA,SALAMANCA,NO GRUPOS,30/06/2026,1.383,1.659,1.383,3.328,883,1.059,883,1.101,500,600,500,1.777,0,0,0,232,0,0,0,32,0,0,0,186
FRANCISCO JOSE RUBIO DIAZ,0001001894,C000989,SANCHEZ MERINO ANTONIO,PS SAN VICENTE 8  (FARMACIA),37007,SALAMANCA,SALAMANCA,NO GRUPOS,16/11/2021,0,0,0,0,,,,,,,,,0,0,0,0,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001002120,C025718,SANCHEZ MATEOS MARCO,CL LA ALBERCA 51,37007,SALAMANCA,SALAMANCA,NO GRUPOS,13/07/2026,1.032,1.238,1.032,1.242,595,714,595,412,0,0,0,-10,176,211,176,403,0,0,0,27,261,313,261,410
FRANCISCO JOSE RUBIO DIAZ,0001002147,C013198,TORIO ABAD ISABEL,"CL ZORRILLA,96",47006,VALLADOLID,VALLADOLID,NO GRUPOS,05/03/2026,1.043,1.252,1.043,392,1.036,1.243,1.036,492,-32,-38,-32,0,-76,-91,-76,-101,115,138,115,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001002150,C014280,FARVIPASA S.L,PA SAN PABLO  S/N,47003,VALLADOLID,VALLADOLID,NO GRUPOS,06/02/2025,306,367,306,0,-174,-209,-174,0,-222,-266,-222,0,200,240,200,0,55,66,55,0,447,536,447,0
FRANCISCO JOSE RUBIO DIAZ,0001002153,C008813,GARCIA CHICO MARIA LUISA,CL TURINA 10 (FARMACIA),47006,VALLADOLID,VALLADOLID,NO GRUPOS,24/06/2026,5.597,6.716,3.280,2.454,3.535,4.242,2.155,1.682,677,812,38,299,1.059,1.271,772,148,19,23,8,0,307,368,307,326
FRANCISCO JOSE RUBIO DIAZ,0001002155,C002013,G. VAAMONDE C.B.,CL PUENTE COLGANTE 11,47007,VALLADOLID,VALLADOLID,NO GRUPOS,05/03/2026,2.172,2.606,1.487,1.858,685,822,0,-53,0,0,0,0,532,638,532,1.320,0,0,0,0,955,1.146,955,591
FRANCISCO JOSE RUBIO DIAZ,0001002164,C008704,SANTIAGO SASTRE GENOVEVA,PS ZORRILLA 14 (FARMACIA),47006,VALLADOLID,VALLADOLID,NO GRUPOS,24/06/2026,2.072,2.486,1.710,1.922,1.432,1.718,1.238,1.138,0,0,0,0,59,70,59,374,290,348,290,198,292,350,124,212
FRANCISCO JOSE RUBIO DIAZ,0001002167,C001149,HEREDEROS DE FARMACIA ESTHER VICENTE ESPJ,PS DE ZORRILLA 85 (FARMACIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,24/06/2026,648,778,648,0,-179,-215,-179,0,619,743,619,0,48,58,48,0,,,,,160,192,160,0
FRANCISCO JOSE RUBIO DIAZ,0001002167,C046229,HEREDEROS DE FARMACIA ESTHER VICENTE ESPJ,PS DE ZORRILLA 85 (FARMACIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,24/06/2026,0,0,0,300,0,0,0,-10,,,,,,,,,,,,,0,0,0,310
FRANCISCO JOSE RUBIO DIAZ,0001002250,C011190,ARGALINOS S.L,PA PLAZA DEL MAESTRO 1 FARMACI,49014,ZAMORA,ZAMORA,NO GRUPOS,01/07/2026,18.170,21.804,13.295,7.370,7.372,8.846,4.901,3.494,2.209,2.651,1.502,575,3.166,3.799,2.682,1.471,3.663,4.396,2.949,1.093,1.760,2.112,1.261,738
FRANCISCO JOSE RUBIO DIAZ,0001002369,C001239,DEL REAL LLORENTE JUAN,CL PARAISO 7,47003,VALLADOLID,VALLADOLID,NO GRUPOS,02/06/2026,16,19,7,14,0,0,0,0,0,0,0,14,7,9,7,0,,,,,9,11,0,0
FRANCISCO JOSE RUBIO DIAZ,0001002369,C022878,DEL REAL LLORENTE JUAN,CL PARAISO 7,47003,VALLADOLID,VALLADOLID,NO GRUPOS,02/06/2026,4.253,5.103,2.041,-63,2.429,2.915,1.421,-70,947,1.137,639,43,252,302,-138,-26,118,142,118,0,506,608,0,-9
FRANCISCO JOSE RUBIO DIAZ,0001002454,C001279,ROCA CB,CL INDUSTRIA 19 (FCIA),47195,VALLADOLID,ARROYO DE LA ENCOMIENDA,NO GRUPOS,31/07/2026,13.472,16.166,8.828,-662,4.592,5.511,3.828,-166,4.060,4.872,1.570,-63,1.763,2.115,1.160,-239,1.852,2.223,1.499,-144,1.205,1.445,770,-50
FRANCISCO JOSE RUBIO DIAZ,0001002454,C047424,ROCA CB,CL INDUSTRIA 19 (FCIA),47195,VALLADOLID,ARROYO DE LA ENCOMIENDA,NO GRUPOS,31/07/2026,0,0,0,5.209,0,0,0,1.843,0,0,0,511,0,0,0,1.182,0,0,0,1.034,0,0,0,639
FRANCISCO JOSE RUBIO DIAZ,0001002581,C001328,SENOVILLA SANCHO JUAN CARLOS,CL BARBECHO 31 (FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,24/02/2026,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001002581,C041101,SENOVILLA SANCHO JUAN CARLOS,CL BARBECHO 31 (FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,24/02/2026,1.289,1.547,1.289,1.058,72,87,72,-19,685,822,685,1.077,212,254,212,0,,,,,320,384,320,0
FRANCISCO JOSE RUBIO DIAZ,0001002635,C001346,RUIZ SANTIAGO ISABEL,CL 12 DE OCTUBRE 2 (FARMACIA),47005,VALLADOLID,VALLADOLID,NO GRUPOS,11/06/2026,2.464,2.957,2.464,0,0,0,0,0,2.442,2.931,2.442,0,11,13,11,0,11,14,11,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001002635,C045038,RUIZ SANTIAGO ISABEL,CL 12 DE OCTUBRE 2 (FARMACIA),47005,VALLADOLID,VALLADOLID,NO GRUPOS,11/06/2026,3.093,3.712,1.907,4.835,2.356,2.827,1.237,1.352,32,38,32,2.308,324,388,257,1.184,0,0,0,0,382,458,382,-9
FRANCISCO JOSE RUBIO DIAZ,0001002655,C022045,SANTAMARIA VALDES LORETO,PA DE LOS ARCES 2,47003,VALLADOLID,VALLADOLID,NO GRUPOS,05/06/2026,2.059,2.471,1.174,1.103,1.131,1.357,608,911,157,189,157,0,647,777,285,84,,,,,124,148,124,109
FRANCISCO JOSE RUBIO DIAZ,0001002815,C007740,MARIA FRAGUA ESTHER MAROTO CB,CL JOSE LUIS ARRESE 3,47014,VALLADOLID,VALLADOLID,NO GRUPOS,25/06/2026,5.314,6.377,2.212,1.600,2.230,2.676,1.035,924,1.623,1.948,867,386,928,1.113,55,20,87,105,64,54,445,535,191,217
FRANCISCO JOSE RUBIO DIAZ,0001003094,C010553,SANABRIA MURCIEGO MIGUEL,PA HOSPITAL MILITAR 14,47007,VALLADOLID,VALLADOLID,NO GRUPOS,28/07/2026,3.719,4.463,1.870,1.636,2.433,2.919,1.221,549,0,0,0,-15,709,851,192,607,118,142,118,414,458,550,339,80
FRANCISCO JOSE RUBIO DIAZ,0001003100,C001532,BARELLI ARAGON MIGUEL,PS DEL ROLLO 29,37003,SALAMANCA,SALAMANCA,NO GRUPOS,13/06/2023,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001003100,C036963,BARELLI ARAGON MIGUEL,PS DEL ROLLO 29,37003,SALAMANCA,SALAMANCA,NO GRUPOS,13/06/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001003169,C001558,FARMACIA FISAC C.B.,CL ZAMORA 67 (FARMACIA),37002,SALAMANCA,SALAMANCA,NO GRUPOS,28/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001003169,C002475,FARMACIA FISAC C.B.,CL ZAMORA 67 (FARMACIA),37002,SALAMANCA,SALAMANCA,NO GRUPOS,28/07/2026,24.239,29.087,15.027,17.569,14.298,17.158,9.104,11.353,4.877,5.852,2.237,2.629,3.111,3.733,2.320,1.426,571,685,467,239,1.384,1.660,900,1.922
FRANCISCO JOSE RUBIO DIAZ,0001003283,C013079,LA MULETA 7 S.L.,CL TREPADOR 7,47012,VALLADOLID,VALLADOLID,NO GRUPOS,03/07/2026,11.770,14.125,6.411,4.970,5.277,6.332,2.850,2.707,4.555,5.466,2.640,627,1.433,1.719,564,1.239,227,273,198,70,279,335,159,327
FRANCISCO JOSE RUBIO DIAZ,0001003446,C001735,QUINTANA BLANCO SARA,CL MONTES DE OCA 4 (FARMACIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,08/06/2026,12,15,12,19,0,0,0,0,12,15,12,0,0,0,0,0,0,0,0,0,0,0,0,19
FRANCISCO JOSE RUBIO DIAZ,0001003446,C041731,QUINTANA BLANCO SARA,CL MONTES DE OCA 4 (FARMACIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,08/06/2026,2.961,3.553,2.113,3.528,374,448,0,180,2.102,2.522,1.675,1.799,0,0,0,1.115,0,0,0,0,486,583,439,433
FRANCISCO JOSE RUBIO DIAZ,0001003472,C001746,CODESAL GERVAS TOMAS,CL SAN TORCUATO 21,49006,ZAMORA,ZAMORA,NO GRUPOS,14/07/2026,912,1.094,679,375,519,623,519,375,0,0,0,0,0,0,0,0,0,0,0,0,393,471,160,0
FRANCISCO JOSE RUBIO DIAZ,0001003604,C011727,PARAFARMACIA MOJADOS S.L.U.,CL CARCAVA 1,47250,VALLADOLID,MOJADOS,NO GRUPOS,05/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001003653,C042689,CASADO DEL POZO SUSANA,CL FAISAN 19 (FARMACIA),47012,VALLADOLID,VALLADOLID,NO GRUPOS,24/04/2026,2.173,2.607,1.600,1.672,1.089,1.307,831,666,554,665,554,1.005,310,373,216,0,,,,,220,264,0,0
FRANCISCO JOSE RUBIO DIAZ,0001003735,C013390,LOPEZ ESCORIAL CRISTINA,CL PADRE FRANCISCO SUAREZ 10,47006,VALLADOLID,VALLADOLID,NO GRUPOS,17/07/2026,1.366,1.639,505,1.132,1.366,1.639,505,1.067,0,0,0,65,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001003805,C000874,REDONDO FERNANDEZ TELESFORO,PS ZORRILLA 205 (FCIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,21/07/2026,6.559,7.870,4.227,9,4.271,5.125,2.166,0,1.863,2.235,1.832,0,155,186,140,0,124,149,60,0,146,175,29,9
FRANCISCO JOSE RUBIO DIAZ,0001003805,C047015,REDONDO FERNANDEZ TELESFORO,PS ZORRILLA 205 (FCIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,21/07/2026,2.734,3.281,0,5.514,572,686,0,3.430,1.670,2.004,0,1.105,452,543,0,804,39,46,0,186,2,3,0,-11
FRANCISCO JOSE RUBIO DIAZ,0001004121,C002084,SECO DOMINGUEZ Mª NIEVES,PS SAN VICENTE 11 (FARMACIA),47001,VALLADOLID,VALLADOLID,NO GRUPOS,18/11/2025,15,18,0,0,,,,,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001004170,C002124,FERNANDEZ FERNANDEZ VIRGINIA,CL GAMAZO 30,47004,VALLADOLID,VALLADOLID,NO GRUPOS,29/07/2026,6.770,8.124,4.567,2.827,3.977,4.772,2.231,1.848,1.141,1.369,1.107,-97,1.132,1.358,774,523,11,14,11,44,509,611,443,508
FRANCISCO JOSE RUBIO DIAZ,0001004342,C013122,PASCUAL PAINO JESUS,CL GARCIA MORATO 40,47006,VALLADOLID,VALLADOLID,NO GRUPOS,22/07/2026,4.001,4.802,2.427,788,1.764,2.117,906,167,1.063,1.276,1.063,-19,755,906,39,157,,,,,419,502,419,483
FRANCISCO JOSE RUBIO DIAZ,0001004363,C002837,SAGREDO FERNANDEZ ADOLFO,AV PORTUGAL 30,37004,SALAMANCA,SALAMANCA,NO GRUPOS,11/05/2026,1.821,2.185,1.216,442,649,779,454,57,645,774,645,-49,196,236,50,309,25,30,25,32,306,367,43,93
FRANCISCO JOSE RUBIO DIAZ,0001004404,C011524,PARRA ASTORGANO DOLORES,CL AVENIDA DEL CAMPO 15-17(FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,28/06/2026,6.684,8.021,3.509,3.815,2.940,3.528,1.258,1.619,1.087,1.305,1.063,427,1.661,1.994,770,798,213,255,101,484,783,940,316,487
FRANCISCO JOSE RUBIO DIAZ,0001004482,C014263,SANCHEZ-ABARCA GORNALS AMELIA,PA MAYOR 21,37500,SALAMANCA,CIUDAD RODRIGO,NO GRUPOS,13/05/2026,3.904,4.685,1.857,930,1.319,1.583,809,474,2.526,3.031,989,444,0,0,0,0,59,71,59,0,0,0,0,12
FRANCISCO JOSE RUBIO DIAZ,0001004632,C009800,FARMACIA PEREZ Y BUIZA C B,CL VICENTE MORTES 4,47014,VALLADOLID,VALLADOLID,NO GRUPOS,06/05/2026,0,0,0,366,0,0,0,60,,,,,,,,,,,,,0,0,0,306
FRANCISCO JOSE RUBIO DIAZ,0001004678,C002469,FERNANDEZ ARIAS ARGÜELLO MARIA,CL RUA MAYOR 27,37008,SALAMANCA,SALAMANCA,NO GRUPOS,16/07/2026,8.495,10.194,5.005,2.887,2.723,3.268,1.950,1.798,5.623,6.748,3.055,846,0,0,0,179,59,71,0,59,90,107,0,6
FRANCISCO JOSE RUBIO DIAZ,0001004879,C014759,PARAFARMACIA MONTES TOROZOS SL,CL NUEVA 9,47194,VALLADOLID,FUENSALDAÑA,NO GRUPOS,31/07/2026,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001004879,C019797,PARAFARMACIA MONTES TOROZOS SL,CL NUEVA 9,47194,VALLADOLID,FUENSALDAÑA,NO GRUPOS,31/07/2026,4.705,5.646,3.546,1.082,3.235,3.882,2.324,730,309,371,265,76,623,748,613,150,438,526,294,0,100,120,51,125
FRANCISCO JOSE RUBIO DIAZ,0001004879,C021048,PARAFARMACIA MONTES TOROZOS SL,CL NUEVA 9,47194,VALLADOLID,FUENSALDAÑA,NO GRUPOS,31/07/2026,663,795,0,2.269,530,637,0,1.741,0,0,0,0,102,122,0,362,31,37,0,105,0,0,0,62
FRANCISCO JOSE RUBIO DIAZ,0001004978,C035844,RODRIGUEZ FERRERONS PATRICIA,AV DE LA ESTACION SN,47140,VALLADOLID,LAGUNA DE DUERO,NO GRUPOS,24/02/2026,0,0,0,700,0,0,0,583,0,0,0,0,0,0,0,0,,,,,0,0,0,117
FRANCISCO JOSE RUBIO DIAZ,0001005000,C011785,HERMONSAN 2010 S.L.,AV JUAN DE AUSTRIA 12,47140,VALLADOLID,LAGUNA DE DUERO,NO GRUPOS,26/06/2026,1.819,2.182,1.539,2.223,427,512,147,736,,,,,702,843,702,566,168,202,168,70,522,626,522,850
FRANCISCO JOSE RUBIO DIAZ,0001005008,C005493,FARMACIA GANDARILLAS C.B.,AV PORTUGAL 10,49015,ZAMORA,ZAMORA,NO GRUPOS,04/03/2026,2.766,3.320,1.775,652,1.356,1.627,524,137,1.255,1.506,1.095,196,95,114,95,319,60,73,60,0,,,,
FRANCISCO JOSE RUBIO DIAZ,0001005177,C002804,SANGRADOR FIERRO ANA MARIA,CL NUEVA DEL CARMEN 34 (FCIA),47005,VALLADOLID,VALLADOLID,NO GRUPOS,31/07/2026,440,528,440,0,219,263,219,0,137,164,137,0,0,0,0,0,,,,,84,101,84,0
FRANCISCO JOSE RUBIO DIAZ,0001005177,C047446,SANGRADOR FIERRO ANA MARIA,CL NUEVA DEL CARMEN 34 (FCIA),47005,VALLADOLID,VALLADOLID,NO GRUPOS,31/07/2026,0,0,0,3.707,0,0,0,1.456,0,0,0,1.838,0,0,0,262,,,,,0,0,0,151
FRANCISCO JOSE RUBIO DIAZ,0001005280,C002867,CHANA GALVAN CARMEN,CL PUENTE COLGANTE 41 (FCIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,27/07/2026,69,83,30,0,26,31,9,0,13,15,0,0,19,23,10,0,11,13,11,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001005280,C011777,CHANA GALVAN CARMEN,CL PUENTE COLGANTE 41 (FCIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,27/07/2026,32.484,38.980,21.567,-6.286,17.062,20.475,13.268,0,10.369,12.443,3.894,-6.286,2.713,3.255,2.483,0,560,672,377,0,1.780,2.136,1.545,0
FRANCISCO JOSE RUBIO DIAZ,0001005280,C047065,CHANA GALVAN CARMEN,CL PUENTE COLGANTE 41 (FCIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,27/07/2026,3.375,4.050,0,25.610,1.854,2.224,0,12.091,299,359,0,8.533,388,465,0,2.957,75,90,0,358,759,911,0,1.671
FRANCISCO JOSE RUBIO DIAZ,0001005312,C002893,BLANCO TERREROS FERNANDO,CL PIZARRO 6 (FCIA),09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,16/07/2026,7.464,8.956,5.118,503,3.903,4.684,2.170,236,2.512,3.014,2.252,244,409,491,333,23,,,,,640,768,363,0
FRANCISCO JOSE RUBIO DIAZ,0001005312,C046969,BLANCO TERREROS FERNANDO,CL PIZARRO 6 (FCIA),09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,16/07/2026,2.515,3.017,0,4.179,240,288,0,2.663,2.098,2.518,0,613,176,212,0,232,0,0,0,-5,0,0,0,676
FRANCISCO JOSE RUBIO DIAZ,0001005341,C002910,FUENTES FERNANDEZ MARTA MARIA,AV DE LOS COMUNEROS 25 (FARMACIA),37003,SALAMANCA,SALAMANCA,NO GRUPOS,13/05/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001005341,C045036,FUENTES FERNANDEZ MARTA MARIA,AV DE LOS COMUNEROS 25 (FARMACIA),37003,SALAMANCA,SALAMANCA,NO GRUPOS,13/05/2026,5.783,6.940,1.641,1.212,1.771,2.126,284,0,2.460,2.953,919,1.212,454,545,0,0,,,,,1.097,1.317,439,0
FRANCISCO JOSE RUBIO DIAZ,0001005471,C014087,FERNANDEZ HERNAEZ IRENE,PA SANTA MARINA 23,49800,ZAMORA,TORO,NO GRUPOS,14/07/2026,7.137,8.564,3.940,4.789,4.625,5.551,2.129,2.143,1.639,1.967,1.649,2.646,708,850,36,-60,166,199,126,61,-2,-2,0,0
FRANCISCO JOSE RUBIO DIAZ,0001005483,C003023,HEBRERO GOMEZ MARIA BELEN,CM DE LAS AGUAS 59,37002,SALAMANCA,SALAMANCA,NO GRUPOS,03/06/2026,3.563,4.276,3.169,2.040,1.752,2.103,1.451,611,1.057,1.269,1.057,1.090,305,366,305,0,,,,,448,538,355,339
FRANCISCO JOSE RUBIO DIAZ,0001005527,C003067,RUBIO MARTIN ISABEL,AV JUAN PABLO II Nº4,37008,SALAMANCA,SALAMANCA,NO GRUPOS,22/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001005866,C003317,PARADINAS RODRIGUEZ Mª ROSA,CL GRAN CAPITAN 17,37005,SALAMANCA,SALAMANCA,NO GRUPOS,04/02/2026,1.347,1.616,546,465,-88,-106,-191,484,737,884,737,-19,382,458,0,0,,,,,316,379,0,0
FRANCISCO JOSE RUBIO DIAZ,0001006111,C013305,PELETEIRO BENITO ALICIA,PS ARCO LADRILLO 29,47007,VALLADOLID,VALLADOLID,NO GRUPOS,14/03/2025,1.213,1.456,1.213,0,152,182,152,0,712,854,712,0,,,,,31,38,31,0,318,382,318,0
FRANCISCO JOSE RUBIO DIAZ,0001006342,C003742,PARIENTE VELASCO Mª JESUS,UR EL ENCINAR C/TORMES 7,37190,SALAMANCA,SALAMANCA,NO GRUPOS,04/07/2024,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001006525,C003886,MORENO GARCIA AMPARO,CL HERNANDO DE ACUÑA 1(FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,26/11/2025,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001006525,C042163,MORENO GARCIA AMPARO,CL HERNANDO DE ACUÑA 1(FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,26/11/2025,404,485,184,0,24,29,24,0,,,,,,,,,,,,,380,456,160,0
FRANCISCO JOSE RUBIO DIAZ,0001007127,C013176,ARNAIZ ESTEBAN ALMUDENA,CL SAN ISIDRO 45,47012,VALLADOLID,VALLADOLID,NO GRUPOS,15/07/2026,10.920,13.104,7.008,3.640,6.829,8.194,4.346,2.232,3.622,4.347,2.193,1.017,21,25,21,0,12,14,12,0,437,524,437,391
FRANCISCO JOSE RUBIO DIAZ,0001007170,C004374,RODRIGUEZ SIGÜENZA JOSE MARIA,CL SANTA MARIA 27,47100,VALLADOLID,TORDESILLAS,NO GRUPOS,23/07/2026,3.322,3.986,2.393,1.231,1.753,2.103,1.551,496,1.189,1.427,480,524,240,288,240,-6,92,111,74,76,47,57,47,141
FRANCISCO JOSE RUBIO DIAZ,0001007183,C015838,MAESTRO FERNANDEZ CRISTINA,AV LA LAGUNA 13,47140,VALLADOLID,LAGUNA DE DUERO,NO GRUPOS,14/07/2026,3.304,3.965,1.800,2.473,1.026,1.231,551,1.464,1.906,2.287,877,435,212,254,212,126,,,,,160,192,160,449
FRANCISCO JOSE RUBIO DIAZ,0001007308,C013541,MOGOLLON MORILLA PILAR,CL SANTA LUCIA 19,47005,VALLADOLID,VALLADOLID,NO GRUPOS,02/05/2026,13,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,13,16,0,12
FRANCISCO JOSE RUBIO DIAZ,0001007512,C016146,M.VIRSEDA S.C.P.,CL RONDA 55,47420,VALLADOLID,ISCAR,NO GRUPOS,19/06/2026,4.061,4.873,2.012,818,1.029,1.234,456,-57,2.653,3.184,1.177,409,0,0,0,0,59,71,59,0,320,384,320,466
FRANCISCO JOSE RUBIO DIAZ,0001007556,C004626,HERRERO GARCIA EVANGELINA,CL SANTA MARIA 2,09370,BURGOS,GUMIEL DE IZAN,NO GRUPOS,02/02/2021,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001007591,C019335,SANZ FERNANDEZ MELLADO LAURA,CL PADILLA 7,47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,21/11/2025,1.030,1.236,0,84,260,313,0,-68,400,481,0,153,0,0,0,0,,,,,369,443,0,0
FRANCISCO JOSE RUBIO DIAZ,0001007653,C004704,SOBRINO MORENO ALVARO,PS JUAN CARLOS I 11 BIS(FARMACIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,20/03/2026,0,0,0,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
FRANCISCO JOSE RUBIO DIAZ,0001007653,C039962,SOBRINO MORENO ALVARO,PS JUAN CARLOS I 11 BIS(FARMACIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,20/03/2026,517,620,517,0,517,620,517,0,,,,,,,,,0,0,0,0,,,,
